GCKDGN101A00AO 	 0.383276 	 other biological processes 
GCKDGN101A7NLU 	 0.217318 	 RNA metabolism  
GCKDGN101A7NRW 	 0.890033 	 other metabolic processes 
GCKDGN101A7OXO 	 1.02436 	 cell cycle and proliferation
GCKDGN101A7OXO 	 1.02436 	 death   
GCKDGN101A7OXO 	 1.02436 	 developmental processes  
GCKDGN101A7OXO 	 1.02436 	 other biological processes 
GCKDGN101A7OXO 	 1.02436 	 other metabolic processes 
GCKDGN101A7OXO 	 1.02436 	 protein metabolism  
GCKDGN101A7OXO 	 1.02436 	 signal transduction  
GCKDGN101A7OXO 	 1.02436 	 stress response  
GCKDGN101A7QZ5 	 0.793681 	 cell adhesion  
GCKDGN101A7QZ5 	 0.793681 	 developmental processes  
GCKDGN101A7QZ5 	 0.793681 	 other metabolic processes 
GCKDGN101A7QZ5 	 0.793681 	 protein metabolism  
GCKDGN101A7R5V 	 1.12111 	 developmental processes  
GCKDGN101A7R5V 	 1.12111 	 other biological processes 
GCKDGN101A7R5V 	 1.12111 	 signal transduction  
GCKDGN101A7RRB 	 1.12332 	 other metabolic processes 
GCKDGN101A7RU8 	 0.40222 	 DNA metabolism  
GCKDGN101A7RU8 	 0.40222 	 other metabolic processes 
GCKDGN101A7SEE 	 0.54094 	 other biological processes 
GCKDGN101A7SEE 	 0.54094 	 other metabolic processes 
GCKDGN101A7UY5 	 0.639973 	 RNA metabolism  
GCKDGN101A7VH2 	 0.404104 	 other metabolic processes 
GCKDGN101A7XOY 	 0.841625 	 other biological processes 
GCKDGN101A7XOY 	 0.841625 	 transport   
GCKDGN101A7YAO 	 0.411727 	 developmental processes  
GCKDGN101A7YAO 	 0.411727 	 other biological processes 
GCKDGN101A7YXT 	 1.03704 	 other metabolic processes 
GCKDGN101A7YXT 	 1.03704 	 transport   
GCKDGN101A7YYV 	 0.094259 	 RNA metabolism  
GCKDGN101A7YYV 	 0.094259 	 cell organization and biogenesis
GCKDGN101A7YYV 	 0.094259 	 other metabolic processes 
GCKDGN101A7YYV 	 0.094259 	 protein metabolism  
GCKDGN101A80KN 	 1.08887 	 death   
GCKDGN101A80KN 	 1.08887 	 other metabolic processes 
GCKDGN101A831E 	 0.639939 	 RNA metabolism  
GCKDGN101A831E 	 0.639939 	 developmental processes  
GCKDGN101A831E 	 0.639939 	 protein metabolism  
GCKDGN101A84QZ 	 0.601633 	 death   
GCKDGN101A84QZ 	 0.601633 	 protein metabolism  
GCKDGN101A866X 	 0.452156 	 RNA metabolism  
GCKDGN101A866X 	 0.452156 	 other biological processes 
GCKDGN101A866X 	 0.452156 	 protein metabolism  
GCKDGN101A8BBD 	 0.687052 	 other metabolic processes 
GCKDGN101A8BCS 	 0.94484 	 cell cycle and proliferation
GCKDGN101A8BCS 	 0.94484 	 other biological processes 
GCKDGN101A8GYF 	 0.7984 	 other metabolic processes 
GCKDGN101A8JMV 	 0.663901 	 other metabolic processes 
GCKDGN101A8JMV 	 0.663901 	 protein metabolism  
GCKDGN101A8JQQ 	 0.155557 	 DNA metabolism  
GCKDGN101A8JQQ 	 0.155557 	 stress response  
GCKDGN101A8JYC 	 0.93842 	 DNA metabolism  
GCKDGN101A8JYC 	 0.93842 	 cell organization and biogenesis
GCKDGN101A8JYC 	 0.93842 	 other biological processes 
GCKDGN101A8JYC 	 0.93842 	 protein metabolism  
GCKDGN101A8JYC 	 0.93842 	 stress response  
GCKDGN101A8KGC 	 1.09943 	 other metabolic processes 
GCKDGN101A8L8D 	 0.818535 	 DNA metabolism  
GCKDGN101A8LD2 	 0.661774 	 other biological processes 
GCKDGN101A8LTX 	 0.475983 	 DNA metabolism  
GCKDGN101A8LTX 	 0.475983 	 RNA metabolism  
GCKDGN101A8LTX 	 0.475983 	 cell cycle and proliferation
GCKDGN101A8LTX 	 0.475983 	 developmental processes  
GCKDGN101A8LTX 	 0.475983 	 other biological processes 
GCKDGN101A8LTX 	 0.475983 	 other metabolic processes 
GCKDGN101A8MAV 	 0.312042 	 RNA metabolism  
GCKDGN101A8MAV 	 0.312042 	 cell cycle and proliferation
GCKDGN101A8MAV 	 0.312042 	 cell organization and biogenesis
GCKDGN101A8MAV 	 0.312042 	 death   
GCKDGN101A8MAV 	 0.312042 	 other biological processes 
GCKDGN101A8MAV 	 0.312042 	 protein metabolism  
GCKDGN101A8MAV 	 0.312042 	 signal transduction  
GCKDGN101A8MAV 	 0.312042 	 stress response  
GCKDGN101A8MD6 	 1.163 	 other metabolic processes 
GCKDGN101A8NVQ 	 0.934953 	 DNA metabolism  
GCKDGN101A8NVQ 	 0.934953 	 other biological processes 
GCKDGN101A8NVQ 	 0.934953 	 stress response  
GCKDGN101A8O1L 	 0.464969 	 other biological processes 
GCKDGN101A8O1L 	 0.464969 	 protein metabolism  
GCKDGN101A8OB0 	 0.671723 	 other biological processes 
GCKDGN101A8OB0 	 0.671723 	 signal transduction  
GCKDGN101A8OB0 	 0.671723 	 transport   
GCKDGN101A8QKL 	 0.526189 	 cell cycle and proliferation
GCKDGN101A8QKL 	 0.526189 	 cell organization and biogenesis
GCKDGN101A8QKL 	 0.526189 	 other biological processes 
GCKDGN101A8QKL 	 0.526189 	 protein metabolism  
GCKDGN101A8SQB 	 0.472669 	 developmental processes  
GCKDGN101A8SQB 	 0.472669 	 other metabolic processes 
GCKDGN101A8SQB 	 0.472669 	 signal transduction  
GCKDGN101A8TY4 	 0.0794066 	 other biological processes 
GCKDGN101A8TY4 	 0.0794066 	 other metabolic processes 
GCKDGN101A8TY4 	 0.0794066 	 transport   
GCKDGN101A8W2V 	 1.00423 	 other biological processes 
GCKDGN101A8W2V 	 1.00423 	 transport   
GCKDGN101A8XHS 	 0.737406 	 other biological processes 
GCKDGN101A8XHS 	 0.737406 	 signal transduction  
GCKDGN101A8Z0C 	 0.351784 	 other biological processes 
GCKDGN101A8Z0C 	 0.351784 	 other metabolic processes 
GCKDGN101A8Z0C 	 0.351784 	 signal transduction  
GCKDGN101A8Z0C 	 0.351784 	 transport   
GCKDGN101A8Z0G 	 0.329087 	 RNA metabolism  
GCKDGN101A8Z0G 	 0.329087 	 cell organization and biogenesis
GCKDGN101A8Z0G 	 0.329087 	 developmental processes  
GCKDGN101A8Z0G 	 0.329087 	 other metabolic processes 
GCKDGN101A8Z0G 	 0.329087 	 signal transduction  
GCKDGN101A8Z0G 	 0.329087 	 stress response  
GCKDGN101A8ZZU 	 0.59112 	 cell cycle and proliferation
GCKDGN101A8ZZU 	 0.59112 	 cell organization and biogenesis
GCKDGN101A8ZZU 	 0.59112 	 other biological processes 
GCKDGN101A8ZZU 	 0.59112 	 other metabolic processes 
GCKDGN101A915U 	 0 	 cell adhesion  
GCKDGN101A915U 	 0 	 cell cycle and proliferation
GCKDGN101A915U 	 0 	 cell organization and biogenesis
GCKDGN101A915U 	 0 	 death   
GCKDGN101A915U 	 0 	 developmental processes  
GCKDGN101A915U 	 0 	 other biological processes 
GCKDGN101A915U 	 0 	 other metabolic processes 
GCKDGN101A915U 	 0 	 protein metabolism  
GCKDGN101A915U 	 0 	 signal transduction  
GCKDGN101A92GT 	 0.374796 	 DNA metabolism  
GCKDGN101A92GT 	 0.374796 	 cell cycle and proliferation
GCKDGN101A92GT 	 0.374796 	 cell organization and biogenesis
GCKDGN101A936C 	 1.18354 	 other metabolic processes 
GCKDGN101A946J 	 0.235862 	 DNA metabolism  
GCKDGN101A946J 	 0.235862 	 RNA metabolism  
GCKDGN101A946J 	 0.235862 	 stress response  
GCKDGN101A96PN 	 0.592916 	 cell cycle and proliferation
GCKDGN101A96PN 	 0.592916 	 cell organization and biogenesis
GCKDGN101A96PN 	 0.592916 	 other biological processes 
GCKDGN101A96PN 	 0.592916 	 other metabolic processes 
GCKDGN101A9B0N 	 0.779482 	 RNA metabolism  
GCKDGN101A9BSA 	 1.5268 	 other metabolic processes 
GCKDGN101A9DBW 	 1.06035 	 other biological processes 
GCKDGN101A9DBW 	 1.06035 	 transport   
GCKDGN101A9DE4 	 0.372531 	 DNA metabolism  
GCKDGN101A9DE4 	 0.372531 	 stress response  
GCKDGN101A9DR5 	 0.738475 	 cell organization and biogenesis
GCKDGN101A9DR5 	 0.738475 	 transport   
GCKDGN101A9E4S 	 0.609507 	 other metabolic processes 
GCKDGN101A9G2X 	 0.859672 	 DNA metabolism  
GCKDGN101A9G2X 	 0.859672 	 cell organization and biogenesis
GCKDGN101A9G2X 	 0.859672 	 other biological processes 
GCKDGN101A9G2X 	 0.859672 	 protein metabolism  
GCKDGN101A9G2X 	 0.859672 	 signal transduction  
GCKDGN101A9G2X 	 0.859672 	 transport   
GCKDGN101A9IDK 	 0.827279 	 transport   
GCKDGN101A9IK2 	 0.614709 	 signal transduction  
GCKDGN101A9IW7 	 0.298098 	 transport   
GCKDGN101A9IY8 	 0.564117 	 other metabolic processes 
GCKDGN101A9IYL 	 0.825569 	 developmental processes  
GCKDGN101A9IYL 	 0.825569 	 other biological processes 
GCKDGN101A9IYL 	 0.825569 	 other metabolic processes 
GCKDGN101A9IYL 	 0.825569 	 stress response  
GCKDGN101A9OT1 	 1.06155 	 RNA metabolism  
GCKDGN101A9OT1 	 1.06155 	 cell organization and biogenesis
GCKDGN101A9OT1 	 1.06155 	 developmental processes  
GCKDGN101A9OXS 	 0.960471 	 RNA metabolism  
GCKDGN101A9PTK 	 0.488338 	 cell organization and biogenesis
GCKDGN101A9PTK 	 0.488338 	 transport   
GCKDGN101A9PWQ 	 0.817282 	 cell cycle and proliferation
GCKDGN101A9PWQ 	 0.817282 	 death   
GCKDGN101A9PZD 	 0.769361 	 cell adhesion  
GCKDGN101A9PZD 	 0.769361 	 signal transduction  
GCKDGN101A9QGN 	 0.976752 	 other metabolic processes 
GCKDGN101A9RIC 	 0.272146 	 cell cycle and proliferation
GCKDGN101A9RIC 	 0.272146 	 cell organization and biogenesis
GCKDGN101A9RIC 	 0.272146 	 developmental processes  
GCKDGN101A9S95 	 0.601333 	 DNA metabolism  
GCKDGN101A9S95 	 0.601333 	 stress response  
GCKDGN101A9SQG 	 1.00448 	 protein metabolism  
GCKDGN101A9UPZ 	 0.672087 	 death   
GCKDGN101A9VML 	 0.736136 	 other biological processes 
GCKDGN101A9XK9 	 0.831946 	 death   
GCKDGN101A9XK9 	 0.831946 	 protein metabolism  
GCKDGN101A9XYQ 	 0.264394 	 other metabolic processes 
GCKDGN101A9ZLP 	 0.736906 	 protein metabolism  
GCKDGN101AJ0GF 	 0.682518 	 cell cycle and proliferation
GCKDGN101AJ0GF 	 0.682518 	 cell organization and biogenesis
GCKDGN101AJ0GF 	 0.682518 	 other metabolic processes 
GCKDGN101AJ0GF 	 0.682518 	 signal transduction  
GCKDGN101AJ0K0 	 0.710377 	 protein metabolism  
GCKDGN101AJ523 	 0.669298 	 other metabolic processes 
GCKDGN101AJ6KH 	 0.801444 	 cell-cell signaling  
GCKDGN101AJ6KH 	 0.801444 	 transport   
GCKDGN101AJ6MN 	 0.512441 	 developmental processes  
GCKDGN101AJ6MN 	 0.512441 	 other biological processes 
GCKDGN101AJ6V0 	 0.804001 	 cell cycle and proliferation
GCKDGN101AJ6V0 	 0.804001 	 death   
GCKDGN101AJ6V0 	 0.804001 	 developmental processes  
GCKDGN101AJ6V0 	 0.804001 	 other metabolic processes 
GCKDGN101AJ6V0 	 0.804001 	 protein metabolism  
GCKDGN101AJ6V0 	 0.804001 	 signal transduction  
GCKDGN101AJWS6 	 0.103775 	 RNA metabolism  
GCKDGN101AJWS6 	 0.103775 	 protein metabolism  
GCKDGN101AK02D 	 0.761909 	 RNA metabolism  
GCKDGN101AK1BY 	 0.338988 	 signal transduction  
GCKDGN101AK1BY 	 0.338988 	 transport   
GCKDGN101AK1YP 	 1.08549 	 RNA metabolism  
GCKDGN101AK2HD 	 0.292126 	 other biological processes 
GCKDGN101AK2HD 	 0.292126 	 stress response  
GCKDGN101AK5B6 	 1.01561 	 developmental processes  
GCKDGN101AK5B6 	 1.01561 	 other biological processes 
GCKDGN101AK5BL 	 0.698453 	 RNA metabolism  
GCKDGN101AK5BL 	 0.698453 	 other metabolic processes 
GCKDGN101AK5LZ 	 0.606949 	 cell cycle and proliferation
GCKDGN101AK5LZ 	 0.606949 	 cell organization and biogenesis
GCKDGN101AK5LZ 	 0.606949 	 developmental processes  
GCKDGN101AK5LZ 	 0.606949 	 other biological processes 
GCKDGN101AK5LZ 	 0.606949 	 signal transduction  
GCKDGN101AK5X7 	 1.24808 	 DNA metabolism  
GCKDGN101AKB5G 	 0.983215 	 other metabolic processes 
GCKDGN101AKFMH 	 0.910121 	 DNA metabolism  
GCKDGN101AKFMH 	 0.910121 	 stress response  
GCKDGN101AKGM9 	 0.892018 	 RNA metabolism  
GCKDGN101AKGM9 	 0.892018 	 protein metabolism  
GCKDGN101AKLIM 	 0.56436 	 other metabolic processes 
GCKDGN101AKLL6 	 0.492118 	 RNA metabolism  
GCKDGN101AKLL6 	 0.492118 	 protein metabolism  
GCKDGN101AKMEQ 	 0.972884 	 other metabolic processes 
GCKDGN101AKPEJ 	 0.399001 	 cell adhesion  
GCKDGN101AKPEJ 	 0.399001 	 other biological processes 
GCKDGN101AKRN7 	 0.910408 	 RNA metabolism  
GCKDGN101AKRN7 	 0.910408 	 other biological processes 
GCKDGN101AKRUO 	 0 	 cell cycle and proliferation
GCKDGN101AKRUO 	 0 	 cell organization and biogenesis
GCKDGN101AKRUO 	 0 	 other biological processes 
GCKDGN101AKS3U 	 0.821509 	 other metabolic processes 
GCKDGN101AKS3U 	 0.821509 	 transport   
GCKDGN101AKY06 	 0.440259 	 DNA metabolism  
GCKDGN101AKY06 	 0.440259 	 stress response  
GCKDGN101AKY92 	 0.739907 	 DNA metabolism  
GCKDGN101AKY92 	 0.739907 	 stress response  
GCKDGN101AL0GQ 	 0.339289 	 other metabolic processes 
GCKDGN101AL2AY 	 0.418737 	 RNA metabolism  
GCKDGN101AL2AY 	 0.418737 	 developmental processes  
GCKDGN101AL2E2 	 1.33279 	 other metabolic processes 
GCKDGN101AL2JJ 	 0.296544 	 transport   
GCKDGN101AL3SI 	 0.262079 	 DNA metabolism  
GCKDGN101AL3SI 	 0.262079 	 cell cycle and proliferation
GCKDGN101AL52X 	 0.931852 	 signal transduction  
GCKDGN101AL671 	 0.686213 	 other biological processes 
GCKDGN101AL671 	 0.686213 	 other metabolic processes 
GCKDGN101AL800 	 0.290601 	 cell cycle and proliferation
GCKDGN101AL800 	 0.290601 	 other biological processes 
GCKDGN101AL800 	 0.290601 	 other metabolic processes 
GCKDGN101AL800 	 0.290601 	 signal transduction  
GCKDGN101AL8OP 	 0.749087 	 DNA metabolism  
GCKDGN101AL8OP 	 0.749087 	 cell organization and biogenesis
GCKDGN101AL8OP 	 0.749087 	 other biological processes 
GCKDGN101AL8OP 	 0.749087 	 other metabolic processes 
GCKDGN101AL8OP 	 0.749087 	 protein metabolism  
GCKDGN101ALA9O 	 0.836088 	 other biological processes 
GCKDGN101ALA9O 	 0.836088 	 protein metabolism  
GCKDGN101ALALM 	 0.345707 	 DNA metabolism  
GCKDGN101ALALM 	 0.345707 	 other metabolic processes 
GCKDGN101ALAVH 	 0.216709 	 cell organization and biogenesis
GCKDGN101ALAVH 	 0.216709 	 other biological processes 
GCKDGN101ALAVH 	 0.216709 	 protein metabolism  
GCKDGN101ALAWQ 	 0.793555 	 other biological processes 
GCKDGN101ALAWQ 	 0.793555 	 other metabolic processes 
GCKDGN101ALAWQ 	 0.793555 	 signal transduction  
GCKDGN101ALB3E 	 1.07724 	 other metabolic processes 
GCKDGN101ALD3K 	 0.847068 	 other metabolic processes 
GCKDGN101ALD3K 	 0.847068 	 stress response  
GCKDGN101ALD7G 	 0.910574 	 other metabolic processes 
GCKDGN101ALDLL 	 0.524961 	 RNA metabolism  
GCKDGN101ALDLL 	 0.524961 	 developmental processes  
GCKDGN101ALDZ8 	 0.545458 	 DNA metabolism  
GCKDGN101ALDZ8 	 0.545458 	 cell organization and biogenesis
GCKDGN101ALDZ8 	 0.545458 	 other biological processes 
GCKDGN101ALDZ8 	 0.545458 	 protein metabolism  
GCKDGN101ALDZ8 	 0.545458 	 stress response  
GCKDGN101ALEBP 	 0.463864 	 developmental processes  
GCKDGN101ALFC6 	 0.909514 	 cell cycle and proliferation
GCKDGN101ALFC6 	 0.909514 	 signal transduction  
GCKDGN101ALGT3 	 1.09543 	 other metabolic processes 
GCKDGN101ALGT3 	 1.09543 	 transport   
GCKDGN101ALK01 	 1.14057 	 cell cycle and proliferation
GCKDGN101ALK01 	 1.14057 	 cell organization and biogenesis
GCKDGN101ALK01 	 1.14057 	 death   
GCKDGN101ALK01 	 1.14057 	 developmental processes  
GCKDGN101ALK01 	 1.14057 	 other biological processes 
GCKDGN101ALK01 	 1.14057 	 other metabolic processes 
GCKDGN101ALK01 	 1.14057 	 signal transduction  
GCKDGN101ALK01 	 1.14057 	 transport   
GCKDGN101ALKMG 	 0 	 RNA metabolism  
GCKDGN101ALNDL 	 0.595393 	 other biological processes 
GCKDGN101ALNDL 	 0.595393 	 signal transduction  
GCKDGN101ALNNI 	 0.43751 	 cell adhesion  
GCKDGN101ALNNI 	 0.43751 	 stress response  
GCKDGN101ALOCF 	 0.642296 	 cell-cell signaling  
GCKDGN101ALOCF 	 0.642296 	 other biological processes 
GCKDGN101ALOCF 	 0.642296 	 other metabolic processes 
GCKDGN101ALOCF 	 0.642296 	 signal transduction  
GCKDGN101ALOCF 	 0.642296 	 stress response  
GCKDGN101ALRJX 	 0.242462 	 transport   
GCKDGN101ALT56 	 0.557812 	 cell adhesion  
GCKDGN101ALV58 	 0.579571 	 transport   
GCKDGN101ALVTS 	 0.858738 	 signal transduction  
GCKDGN101ALVTS 	 0.858738 	 transport   
GCKDGN101ALWH4 	 0.468982 	 transport   
GCKDGN101ALWP2 	 0.819761 	 transport   
GCKDGN101ALY0A 	 0.147205 	 transport   
GCKDGN101ALYV8 	 0.642875 	 RNA metabolism  
GCKDGN101ALYV8 	 0.642875 	 cell organization and biogenesis
GCKDGN101ALYV8 	 0.642875 	 other metabolic processes 
GCKDGN101ALYV8 	 0.642875 	 protein metabolism  
GCKDGN101ALZS7 	 0.880691 	 cell organization and biogenesis
GCKDGN101ALZS7 	 0.880691 	 other metabolic processes 
GCKDGN101ALZS7 	 0.880691 	 stress response  
GCKDGN101AM06V 	 0.576491 	 developmental processes  
GCKDGN101AM06V 	 0.576491 	 other biological processes 
GCKDGN101AM47S 	 0.455362 	 transport   
GCKDGN101AM5PI 	 0.946035 	 signal transduction  
GCKDGN101AM6KO 	 0.725578 	 developmental processes  
GCKDGN101AM6KO 	 0.725578 	 protein metabolism  
GCKDGN101AM6KO 	 0.725578 	 signal transduction  
GCKDGN101AM6KO 	 0.725578 	 transport   
GCKDGN101AM7V1 	 0.390116 	 other biological processes 
GCKDGN101AM8UX 	 0.649879 	 other metabolic processes 
GCKDGN101AMAI9 	 0 	 other biological processes 
GCKDGN101AMAI9 	 0 	 transport   
GCKDGN101AMCPZ 	 0.806545 	 transport   
GCKDGN101AMDEG 	 1.4492 	 protein metabolism  
GCKDGN101AMDS1 	 0.901967 	 transport   
GCKDGN101AME8M 	 0.918621 	 transport   
GCKDGN101AMGLW 	 0.375741 	 cell adhesion  
GCKDGN101AMGLW 	 0.375741 	 developmental processes  
GCKDGN101AMH04 	 0.0915984 	 other metabolic processes 
GCKDGN101AMIL0 	 1.78006 	 cell organization and biogenesis
GCKDGN101AMIL0 	 1.78006 	 developmental processes  
GCKDGN101AMIL0 	 1.78006 	 other biological processes 
GCKDGN101AMIL0 	 1.78006 	 other metabolic processes 
GCKDGN101AMIL0 	 1.78006 	 signal transduction  
GCKDGN101AMJYW 	 0.44991 	 transport   
GCKDGN101AMKEV 	 0.929063 	 RNA metabolism  
GCKDGN101AMKEV 	 0.929063 	 protein metabolism  
GCKDGN101AML0Y 	 0.473519 	 other biological processes 
GCKDGN101AML0Y 	 0.473519 	 stress response  
GCKDGN101AML0Y 	 0.473519 	 transport   
GCKDGN101AMOD0 	 0.411572 	 other biological processes 
GCKDGN101AMOD0 	 0.411572 	 signal transduction  
GCKDGN101AMPJY 	 0.354441 	 other metabolic processes 
GCKDGN101AMQAV 	 0.69338 	 cell adhesion  
GCKDGN101AMQAV 	 0.69338 	 other biological processes 
GCKDGN101AMQAV 	 0.69338 	 signal transduction  
GCKDGN101AMQAV 	 0.69338 	 stress response  
GCKDGN101AMRIT 	 0.760513 	 protein metabolism  
GCKDGN101AMRIX 	 0.762906 	 other metabolic processes 
GCKDGN101AMRIX 	 0.762906 	 protein metabolism  
GCKDGN101AMSXG 	 1.25424 	 signal transduction  
GCKDGN101AMTK5 	 0.85198 	 protein metabolism  
GCKDGN101AMVYQ 	 0.81396 	 stress response  
GCKDGN101AMYB3 	 0.970561 	 other metabolic processes 
GCKDGN101AN084 	 0.225887 	 DNA metabolism  
GCKDGN101AN084 	 0.225887 	 cell cycle and proliferation
GCKDGN101AN084 	 0.225887 	 cell organization and biogenesis
GCKDGN101AN084 	 0.225887 	 developmental processes  
GCKDGN101AN084 	 0.225887 	 other metabolic processes 
GCKDGN101AN084 	 0.225887 	 stress response  
GCKDGN101AN14R 	 0.645129 	 RNA metabolism  
GCKDGN101AN14R 	 0.645129 	 protein metabolism  
GCKDGN101AN3O2 	 0.786327 	 transport   
GCKDGN101AN6EJ 	 0.543958 	 death   
GCKDGN101AN6EJ 	 0.543958 	 other biological processes 
GCKDGN101AN9G3 	 0.239969 	 cell organization and biogenesis
GCKDGN101AN9G3 	 0.239969 	 other biological processes 
GCKDGN101AN9G3 	 0.239969 	 protein metabolism  
GCKDGN101AN9WG 	 0.454548 	 RNA metabolism  
GCKDGN101ANAAN 	 1.07405 	 transport   
GCKDGN101ANCB7 	 0.196309 	 other biological processes 
GCKDGN101ANCB7 	 0.196309 	 transport   
GCKDGN101ANGNB 	 0.988956 	 developmental processes  
GCKDGN101ANGNB 	 0.988956 	 signal transduction  
GCKDGN101ANGNB 	 0.988956 	 transport   
GCKDGN101ANI4S 	 0.542256 	 other metabolic processes 
GCKDGN101ANIPE 	 0.452217 	 DNA metabolism  
GCKDGN101ANIPE 	 0.452217 	 cell organization and biogenesis
GCKDGN101ANJQL 	 1.11839 	 RNA metabolism  
GCKDGN101ANJQL 	 1.11839 	 developmental processes  
GCKDGN101ANJWP 	 0.442674 	 other metabolic processes 
GCKDGN101ANJZ0 	 1.25673 	 cell cycle and proliferation
GCKDGN101ANJZ0 	 1.25673 	 cell-cell signaling  
GCKDGN101ANJZ0 	 1.25673 	 death   
GCKDGN101ANJZ0 	 1.25673 	 developmental processes  
GCKDGN101ANJZ0 	 1.25673 	 other biological processes 
GCKDGN101ANJZ0 	 1.25673 	 other metabolic processes 
GCKDGN101ANJZ0 	 1.25673 	 signal transduction  
GCKDGN101ANJZ0 	 1.25673 	 stress response  
GCKDGN101ANJZ0 	 1.25673 	 transport   
GCKDGN101ANK3P 	 0.331635 	 death   
GCKDGN101ANK3P 	 0.331635 	 protein metabolism  
GCKDGN101ANKUB 	 0.429673 	 death   
GCKDGN101ANKUB 	 0.429673 	 other metabolic processes 
GCKDGN101ANKUB 	 0.429673 	 stress response  
GCKDGN101ANKX5 	 1.56783 	 protein metabolism  
GCKDGN101ANN8N 	 0.604558 	 other biological processes 
GCKDGN101ANNSD 	 0.863677 	 other biological processes 
GCKDGN101ANPG0 	 1.00935 	 other biological processes 
