gi|379072747|gb|JR970416.1| 	 0.557002	 transport
gi|379073214|gb|JR970883.1| 	 1.05213	 cell cycle and proliferation
gi|379073214|gb|JR970883.1| 	 1.05213	 developmental processes
gi|379073214|gb|JR970883.1| 	 1.05213	 other metabolic processes
gi|379073214|gb|JR970883.1| 	 1.05213	 signal transduction
gi|379073214|gb|JR970883.1| 	 1.05213	 transport
gi|379073215|gb|JR970884.1| 	 0.616534	 RNA metabolism
gi|379073215|gb|JR970884.1| 	 0.616534	 cell organization and biogenesis
gi|379073215|gb|JR970884.1| 	 0.616534	 other biological processes
gi|379073215|gb|JR970884.1| 	 0.616534	 signal transduction
gi|379073215|gb|JR970884.1| 	 0.616534	 transport
gi|379073218|gb|JR970887.1| 	 0.632868	 RNA metabolism
gi|379073218|gb|JR970887.1| 	 0.632868	 cell cycle and proliferation
gi|379073218|gb|JR970887.1| 	 0.632868	 cell organization and biogenesis
gi|379073218|gb|JR970887.1| 	 0.632868	 other biological processes
gi|379073219|gb|JR970888.1| 	 1.21155	 cell cycle and proliferation
gi|379073219|gb|JR970888.1| 	 1.21155	 cell organization and biogenesis
gi|379073219|gb|JR970888.1| 	 1.21155	 death
gi|379073223|gb|JR970892.1| 	 0.160163	 RNA metabolism
gi|379073223|gb|JR970892.1| 	 0.160163	 developmental processes
gi|379073223|gb|JR970892.1| 	 0.160163	 other biological processes
gi|379073226|gb|JR970895.1| 	 0.369976	 transport
gi|379073227|gb|JR970896.1| 	 0.301096	 other metabolic processes
gi|379073228|gb|JR970897.1| 	 0.611543	 other metabolic processes
gi|379073229|gb|JR970898.1| 	 0.518916	 other metabolic processes
gi|379073229|gb|JR970898.1| 	 0.518916	 protein metabolism
gi|379073230|gb|JR970899.1| 	 0.397863	 other biological processes
gi|379073231|gb|JR970900.1| 	 0.193472	 developmental processes
gi|379073231|gb|JR970900.1| 	 0.193472	 other biological processes
gi|379073231|gb|JR970900.1| 	 0.193472	 protein metabolism
gi|379073232|gb|JR970901.1| 	 0.424749	 DNA metabolism
gi|379073235|gb|JR970904.1| 	 0.292375	 signal transduction
gi|379073249|gb|JR970918.1| 	 0.90905	 other biological processes
gi|379073249|gb|JR970918.1| 	 0.90905	 transport
gi|379073256|gb|JR970925.1| 	 0.221765	 DNA metabolism
gi|379073257|gb|JR970926.1| 	 0.229363	 death
gi|379073260|gb|JR970929.1| 	 0.862469	 other metabolic processes
gi|379073262|gb|JR970931.1| 	 0.284389	 other metabolic processes
gi|379073263|gb|JR970932.1| 	 0.5608	 signal transduction
gi|379073263|gb|JR970932.1| 	 0.5608	 stress response
gi|379073265|gb|JR970934.1| 	 0.177698	 cell cycle and proliferation
gi|379073265|gb|JR970934.1| 	 0.177698	 developmental processes
gi|379073265|gb|JR970934.1| 	 0.177698	 other biological processes
gi|379073265|gb|JR970934.1| 	 0.177698	 other metabolic processes
gi|379073265|gb|JR970934.1| 	 0.177698	 signal transduction
gi|379073265|gb|JR970934.1| 	 0.177698	 transport
gi|379073266|gb|JR970935.1| 	 0.272176	 other biological processes
gi|379073274|gb|JR970943.1| 	 1.17948	 cell-cell signaling
gi|379073274|gb|JR970943.1| 	 1.17948	 other biological processes
gi|379073274|gb|JR970943.1| 	 1.17948	 signal transduction
gi|379073274|gb|JR970943.1| 	 1.17948	 transport
gi|379073276|gb|JR970945.1| 	 0.268261	 other biological processes
gi|379073276|gb|JR970945.1| 	 0.268261	 transport
gi|379073279|gb|JR970948.1| 	 0.165558	 protein metabolism
gi|379073279|gb|JR970948.1| 	 0.165558	 stress response
gi|379073295|gb|JR970964.1| 	 0.135022	 other metabolic processes
gi|379073295|gb|JR970964.1| 	 0.135022	 stress response
gi|379073296|gb|JR970965.1| 	 0.434585	 DNA metabolism
gi|379073296|gb|JR970965.1| 	 0.434585	 RNA metabolism
gi|379073296|gb|JR970965.1| 	 0.434585	 stress response
gi|379073299|gb|JR970968.1| 	 0.343786	 RNA metabolism
gi|379073299|gb|JR970968.1| 	 0.343786	 developmental processes
gi|379073301|gb|JR970970.1| 	 0.177432	 cell-cell signaling
gi|379073301|gb|JR970970.1| 	 0.177432	 other biological processes
gi|379073301|gb|JR970970.1| 	 0.177432	 protein metabolism
gi|379073301|gb|JR970970.1| 	 0.177432	 stress response
gi|379073301|gb|JR970970.1| 	 0.177432	 transport
gi|379073304|gb|JR970973.1| 	 0.0112954	 other metabolic processes
gi|379073317|gb|JR970986.1| 	 0.374142	 DNA metabolism
gi|379073318|gb|JR970987.1| 	 0.0949822	 death
gi|379073318|gb|JR970987.1| 	 0.0949822	 other biological processes
gi|379073318|gb|JR970987.1| 	 0.0949822	 stress response
gi|379073318|gb|JR970987.1| 	 0.0949822	 transport
gi|379073325|gb|JR970994.1| 	 0.0360265	 other biological processes
gi|379073332|gb|JR971001.1| 	 0.222951	 RNA metabolism
gi|379073332|gb|JR971001.1| 	 0.222951	 other biological processes
gi|379073332|gb|JR971001.1| 	 0.222951	 signal transduction
gi|379073344|gb|JR971013.1| 	 3.62442	 protein metabolism
gi|379073351|gb|JR971020.1| 	 2.95813	 other metabolic processes
gi|379073353|gb|JR971022.1| 	 0.769167	 other biological processes
gi|379073357|gb|JR971026.1| 	 1.38038	 RNA metabolism
gi|379073357|gb|JR971026.1| 	 1.38038	 other biological processes
gi|379073357|gb|JR971026.1| 	 1.38038	 signal transduction
gi|379073359|gb|JR971028.1| 	 0.74405	 cell adhesion
gi|379073359|gb|JR971028.1| 	 0.74405	 cell organization and biogenesis
gi|379073359|gb|JR971028.1| 	 0.74405	 death
gi|379073359|gb|JR971028.1| 	 0.74405	 developmental processes
gi|379073359|gb|JR971028.1| 	 0.74405	 other biological processes
gi|379073359|gb|JR971028.1| 	 0.74405	 other metabolic processes
gi|379073359|gb|JR971028.1| 	 0.74405	 protein metabolism
gi|379073359|gb|JR971028.1| 	 0.74405	 signal transduction
gi|379073364|gb|JR971033.1| 	 2.23417	 cell organization and biogenesis
gi|379073364|gb|JR971033.1| 	 2.23417	 other metabolic processes
gi|379073364|gb|JR971033.1| 	 2.23417	 stress response
gi|379073365|gb|JR971034.1| 	 2.07336	 cell organization and biogenesis
gi|379073365|gb|JR971034.1| 	 2.07336	 other biological processes
gi|379073365|gb|JR971034.1| 	 2.07336	 other metabolic processes
gi|379073365|gb|JR971034.1| 	 2.07336	 protein metabolism
gi|379073365|gb|JR971034.1| 	 2.07336	 signal transduction
gi|379073365|gb|JR971034.1| 	 2.07336	 transport
gi|379073366|gb|JR971035.1| 	 0.713688	 transport
gi|379073367|gb|JR971036.1| 	 0.472416	 other metabolic processes
gi|379073372|gb|JR971041.1| 	 0.0836633	 transport
gi|379073376|gb|JR971045.1| 	 0.366538	 transport
gi|379073377|gb|JR971046.1| 	 1.82422	 RNA metabolism
gi|379073378|gb|JR971047.1| 	 1.25714	 transport
gi|379073379|gb|JR971048.1| 	 1.3972	 transport
gi|379073381|gb|JR971050.1| 	 1.17327	 protein metabolism
gi|379073386|gb|JR971055.1| 	 0.341586	 other biological processes
gi|379073392|gb|JR971061.1| 	 1.88505	 other biological processes
gi|379073392|gb|JR971061.1| 	 1.88505	 signal transduction
gi|379073392|gb|JR971061.1| 	 1.88505	 transport
gi|379073393|gb|JR971062.1| 	 0.917565	 other biological processes
gi|379073399|gb|JR971068.1| 	 2.06753	 cell cycle and proliferation
gi|379073399|gb|JR971068.1| 	 2.06753	 cell organization and biogenesis
gi|379073399|gb|JR971068.1| 	 2.06753	 protein metabolism
gi|379073400|gb|JR971069.1| 	 1.90329	 cell cycle and proliferation
gi|379073400|gb|JR971069.1| 	 1.90329	 cell organization and biogenesis
gi|379073400|gb|JR971069.1| 	 1.90329	 developmental processes
gi|379073400|gb|JR971069.1| 	 1.90329	 other biological processes
gi|379073400|gb|JR971069.1| 	 1.90329	 protein metabolism
gi|379073402|gb|JR971071.1| 	 0.49307	 DNA metabolism
gi|379073403|gb|JR971072.1| 	 1.46345	 cell organization and biogenesis
gi|379073403|gb|JR971072.1| 	 1.46345	 protein metabolism
gi|379073404|gb|JR971073.1| 	 2.28103	 protein metabolism
gi|379073405|gb|JR971074.1| 	 0.35895	 other biological processes
gi|379073407|gb|JR971076.1| 	 3.83363	 RNA metabolism
gi|379073407|gb|JR971076.1| 	 3.83363	 cell-cell signaling
gi|379073407|gb|JR971076.1| 	 3.83363	 developmental processes
gi|379073407|gb|JR971076.1| 	 3.83363	 other biological processes
gi|379073410|gb|JR971079.1| 	 0.152827	 cell cycle and proliferation
gi|379073410|gb|JR971079.1| 	 0.152827	 other biological processes
gi|379073410|gb|JR971079.1| 	 0.152827	 stress response
gi|379073416|gb|JR971085.1| 	 2.4937	 other biological processes
gi|379073416|gb|JR971085.1| 	 2.4937	 other metabolic processes
gi|379073416|gb|JR971085.1| 	 2.4937	 signal transduction
gi|379073416|gb|JR971085.1| 	 2.4937	 stress response
gi|379073418|gb|JR971087.1| 	 4.93129	 RNA metabolism
gi|379073420|gb|JR971089.1| 	 4.9222	 other metabolic processes
gi|379073423|gb|JR971092.1| 	 3.43549	 DNA metabolism
gi|379073423|gb|JR971092.1| 	 3.43549	 other biological processes
gi|379073423|gb|JR971092.1| 	 3.43549	 protein metabolism
gi|379073423|gb|JR971092.1| 	 3.43549	 stress response
gi|379073424|gb|JR971093.1| 	 0.496372	 death
gi|379073424|gb|JR971093.1| 	 0.496372	 other biological processes
gi|379073424|gb|JR971093.1| 	 0.496372	 stress response
gi|379073426|gb|JR971095.1| 	 2.2229	 developmental processes
gi|379073426|gb|JR971095.1| 	 2.2229	 other biological processes
gi|379073426|gb|JR971095.1| 	 2.2229	 other metabolic processes
gi|379073426|gb|JR971095.1| 	 2.2229	 signal transduction
gi|379073426|gb|JR971095.1| 	 2.2229	 stress response
gi|379073428|gb|JR971097.1| 	 1.84368	 cell organization and biogenesis
gi|379073428|gb|JR971097.1| 	 1.84368	 developmental processes
gi|379073428|gb|JR971097.1| 	 1.84368	 other biological processes
gi|379073428|gb|JR971097.1| 	 1.84368	 other metabolic processes
gi|379073428|gb|JR971097.1| 	 1.84368	 transport
gi|379073432|gb|JR971101.1| 	 1.78536	 cell adhesion
gi|379073432|gb|JR971101.1| 	 1.78536	 stress response
gi|379073433|gb|JR971102.1| 	 0.101169	 other biological processes
gi|379073435|gb|JR971104.1| 	 0.505223	 RNA metabolism
gi|379073436|gb|JR971105.1| 	 0.0452722	 developmental processes
gi|379073436|gb|JR971105.1| 	 0.0452722	 other biological processes
gi|379073436|gb|JR971105.1| 	 0.0452722	 other metabolic processes
gi|379073436|gb|JR971105.1| 	 0.0452722	 stress response
gi|379073436|gb|JR971105.1| 	 0.0452722	 transport
gi|379073438|gb|JR971107.1| 	 0.093352	 signal transduction
gi|379073439|gb|JR971108.1| 	 0.0195598	 signal transduction
gi|379073440|gb|JR971109.1| 	 0.062363	 other biological processes
gi|379073440|gb|JR971109.1| 	 0.062363	 other metabolic processes
gi|379073444|gb|JR971113.1| 	 0.0676624	 DNA metabolism
gi|379073444|gb|JR971113.1| 	 0.0676624	 RNA metabolism
gi|379073444|gb|JR971113.1| 	 0.0676624	 developmental processes
gi|379073444|gb|JR971113.1| 	 0.0676624	 other biological processes
gi|379073444|gb|JR971113.1| 	 0.0676624	 protein metabolism
gi|379073444|gb|JR971113.1| 	 0.0676624	 stress response
gi|379073445|gb|JR971114.1| 	 0.13046	 cell adhesion
gi|379073445|gb|JR971114.1| 	 0.13046	 cell organization and biogenesis
gi|379073445|gb|JR971114.1| 	 0.13046	 cell-cell signaling
gi|379073445|gb|JR971114.1| 	 0.13046	 other biological processes
gi|379073446|gb|JR971115.1| 	 0.332435	 other biological processes
gi|379073446|gb|JR971115.1| 	 0.332435	 protein metabolism
gi|379073448|gb|JR971117.1| 	 0.249877	 RNA metabolism
gi|379073448|gb|JR971117.1| 	 0.249877	 protein metabolism
gi|379073448|gb|JR971117.1| 	 0.249877	 stress response
gi|379073452|gb|JR971121.1| 	 1.39054	 cell adhesion
gi|379073452|gb|JR971121.1| 	 1.39054	 death
gi|379073465|gb|JR971134.1| 	 0.02885	 cell organization and biogenesis
gi|379073465|gb|JR971134.1| 	 0.02885	 other metabolic processes
gi|379073469|gb|JR971138.1| 	 0.0784521	 cell organization and biogenesis
gi|379073469|gb|JR971138.1| 	 0.0784521	 developmental processes
gi|379073472|gb|JR971141.1| 	 0.763915	 cell adhesion
gi|379073475|gb|JR971144.1| 	 0.635404	 other metabolic processes
gi|379073478|gb|JR971147.1| 	 0.540351	 other metabolic processes
gi|379073479|gb|JR971148.1| 	 0.261444	 transport
gi|379073482|gb|JR971151.1| 	 0.291689	 death
gi|379073482|gb|JR971151.1| 	 0.291689	 other biological processes
gi|379073482|gb|JR971151.1| 	 0.291689	 protein metabolism
gi|379073483|gb|JR971152.1| 	 0.453717	 other biological processes
gi|379073483|gb|JR971152.1| 	 0.453717	 other metabolic processes
gi|379073483|gb|JR971152.1| 	 0.453717	 protein metabolism
gi|379073487|gb|JR971156.1| 	 0.807222	 other metabolic processes
gi|379073487|gb|JR971156.1| 	 0.807222	 protein metabolism
gi|379073491|gb|JR971160.1| 	 5.95606	 other metabolic processes
gi|379073492|gb|JR971161.1| 	 0.966907	 cell adhesion
gi|379073496|gb|JR971165.1| 	 0.389053	 DNA metabolism
gi|379073496|gb|JR971165.1| 	 0.389053	 cell organization and biogenesis
gi|379073496|gb|JR971165.1| 	 0.389053	 other biological processes
gi|379073496|gb|JR971165.1| 	 0.389053	 protein metabolism
gi|379073496|gb|JR971165.1| 	 0.389053	 stress response
gi|379073499|gb|JR971168.1| 	 1.81992	 other metabolic processes
gi|379073501|gb|JR971170.1| 	 0.707853	 transport
gi|379073502|gb|JR971171.1| 	 0.681107	 cell cycle and proliferation
gi|379073502|gb|JR971171.1| 	 0.681107	 developmental processes
gi|379073502|gb|JR971171.1| 	 0.681107	 other biological processes
gi|379073502|gb|JR971171.1| 	 0.681107	 protein metabolism
gi|379073502|gb|JR971171.1| 	 0.681107	 signal transduction
gi|379073502|gb|JR971171.1| 	 0.681107	 stress response
gi|379073502|gb|JR971171.1| 	 0.681107	 transport
gi|379073503|gb|JR971172.1| 	 0.573907	 signal transduction
gi|379073504|gb|JR971173.1| 	 1.04704	 other metabolic processes
gi|379073508|gb|JR971177.1| 	 0.718488	 other biological processes
gi|379073508|gb|JR971177.1| 	 0.718488	 other metabolic processes
gi|379073508|gb|JR971177.1| 	 0.718488	 stress response
gi|379073509|gb|JR971178.1| 	 0.646891	 protein metabolism
gi|379073511|gb|JR971180.1| 	 1.05929	 developmental processes
gi|379073511|gb|JR971180.1| 	 1.05929	 other metabolic processes
gi|379073511|gb|JR971180.1| 	 1.05929	 stress response
gi|379073512|gb|JR971181.1| 	 0.213302	 RNA metabolism
gi|379073512|gb|JR971181.1| 	 0.213302	 cell cycle and proliferation
gi|379073512|gb|JR971181.1| 	 0.213302	 cell organization and biogenesis
gi|379073512|gb|JR971181.1| 	 0.213302	 death
gi|379073512|gb|JR971181.1| 	 0.213302	 developmental processes
gi|379073512|gb|JR971181.1| 	 0.213302	 other biological processes
gi|379073512|gb|JR971181.1| 	 0.213302	 protein metabolism
gi|379073512|gb|JR971181.1| 	 0.213302	 signal transduction
gi|379073512|gb|JR971181.1| 	 0.213302	 stress response
gi|379073512|gb|JR971181.1| 	 0.213302	 transport
gi|379073513|gb|JR971182.1| 	 0.1629	 RNA metabolism
gi|379073513|gb|JR971182.1| 	 0.1629	 transport
gi|379073522|gb|JR971191.1| 	 1.86119	 other metabolic processes
gi|379073522|gb|JR971191.1| 	 1.86119	 transport
gi|379073523|gb|JR971192.1| 	 1.71055	 other metabolic processes
gi|379073523|gb|JR971192.1| 	 1.71055	 protein metabolism
gi|379073524|gb|JR971193.1| 	 2.35076	 protein metabolism
gi|379073525|gb|JR971194.1| 	 3.58461	 RNA metabolism
gi|379073525|gb|JR971194.1| 	 3.58461	 death
gi|379073525|gb|JR971194.1| 	 3.58461	 other biological processes
gi|379073525|gb|JR971194.1| 	 3.58461	 other metabolic processes
gi|379073525|gb|JR971194.1| 	 3.58461	 protein metabolism
gi|379073525|gb|JR971194.1| 	 3.58461	 stress response
gi|379073526|gb|JR971195.1| 	 2.98928	 other biological processes
gi|379073526|gb|JR971195.1| 	 2.98928	 other metabolic processes
gi|379073527|gb|JR971196.1| 	 3.16233	 RNA metabolism
gi|379073527|gb|JR971196.1| 	 3.16233	 developmental processes
gi|379073528|gb|JR971197.1| 	 0.654104	 developmental processes
gi|379073528|gb|JR971197.1| 	 0.654104	 other metabolic processes
gi|379073528|gb|JR971197.1| 	 0.654104	 protein metabolism
gi|379073538|gb|JR971207.1| 	 0.742184	 other metabolic processes
gi|379073541|gb|JR971210.1| 	 0.116883	 other metabolic processes
gi|379073541|gb|JR971210.1| 	 0.116883	 signal transduction
gi|379073542|gb|JR971211.1| 	 1.01293	 other metabolic processes
gi|379073550|gb|JR971219.1| 	 2.54507	 protein metabolism
gi|379073551|gb|JR971220.1| 	 1.98303	 protein metabolism
gi|379073554|gb|JR971223.1| 	 0.0514018	 cell organization and biogenesis
gi|379073554|gb|JR971223.1| 	 0.0514018	 developmental processes
gi|379073555|gb|JR971224.1| 	 0.0797068	 DNA metabolism
gi|379073555|gb|JR971224.1| 	 0.0797068	 cell cycle and proliferation
gi|379073555|gb|JR971224.1| 	 0.0797068	 cell organization and biogenesis
gi|379073555|gb|JR971224.1| 	 0.0797068	 developmental processes
gi|379073555|gb|JR971224.1| 	 0.0797068	 other biological processes
gi|379073555|gb|JR971224.1| 	 0.0797068	 stress response
gi|379073556|gb|JR971225.1| 	 0.644022	 other metabolic processes
gi|379073556|gb|JR971225.1| 	 0.644022	 protein metabolism
gi|379073558|gb|JR971227.1| 	 1.02116	 protein metabolism
gi|379073561|gb|JR971230.1| 	 0.598637	 DNA metabolism
gi|379073561|gb|JR971230.1| 	 0.598637	 protein metabolism
gi|379073567|gb|JR971236.1| 	 0.69468	 developmental processes
gi|379073567|gb|JR971236.1| 	 0.69468	 other biological processes
gi|379073567|gb|JR971236.1| 	 0.69468	 transport
gi|379073571|gb|JR971240.1| 	 0.0080943	 other metabolic processes
gi|379073574|gb|JR971243.1| 	 0.138665	 DNA metabolism
gi|379073574|gb|JR971243.1| 	 0.138665	 cell cycle and proliferation
gi|379073574|gb|JR971243.1| 	 0.138665	 signal transduction
gi|379073580|gb|JR971249.1| 	 0.647718	 signal transduction
gi|379073580|gb|JR971249.1| 	 0.647718	 transport
gi|379073593|gb|JR971262.1| 	 1.06708	 other metabolic processes
gi|379073596|gb|JR971265.1| 	 1.54615	 other biological processes
gi|379073596|gb|JR971265.1| 	 1.54615	 stress response
gi|379073598|gb|JR971267.1| 	 5.0129	 other metabolic processes
gi|379073598|gb|JR971267.1| 	 5.0129	 protein metabolism
gi|379073602|gb|JR971271.1| 	 1.44691	 DNA metabolism
gi|379073609|gb|JR971278.1| 	 0.0699747	 other metabolic processes
gi|379073609|gb|JR971278.1| 	 0.0699747	 transport
gi|379073622|gb|JR971291.1| 	 0.555696	 cell organization and biogenesis
gi|379073622|gb|JR971291.1| 	 0.555696	 transport
gi|379073623|gb|JR971292.1| 	 0.042926	 cell cycle and proliferation
gi|379073623|gb|JR971292.1| 	 0.042926	 other biological processes
gi|379073623|gb|JR971292.1| 	 0.042926	 stress response
gi|379073623|gb|JR971292.1| 	 0.042926	 transport
gi|379073624|gb|JR971293.1| 	 3.32209	 cell cycle and proliferation
gi|379073624|gb|JR971293.1| 	 3.32209	 cell organization and biogenesis
gi|379073624|gb|JR971293.1| 	 3.32209	 death
gi|379073624|gb|JR971293.1| 	 3.32209	 developmental processes
